id,feature_value_id,product_id
a9d2753a-e012-4bd5-b20a-e9d0c685f55c,3b41403a-deb3-4d3e-9547-e276fb248019,50701dda-a3f4-4b59-8698-da3757382574
7b362c54-ec84-4908-9f6a-493028ea45e0,489d5d02-0f08-4508-a130-afc7927a93fb,50701dda-a3f4-4b59-8698-da3757382574
c0dcc339-d338-48de-b22e-4453792166cf,726a509b-de9a-4f96-8a6b-b714ec8106ef,50701dda-a3f4-4b59-8698-da3757382574
58ce767e-a2ac-4313-af4e-93b9318cbf00,fce8cdca-4547-4455-840c-eb3db6b753c0,50701dda-a3f4-4b59-8698-da3757382574
fa725a60-b17d-4c71-9748-254968682221,c098792a-a3fe-4b51-8f4c-4d9ceefb4fc6,50701dda-a3f4-4b59-8698-da3757382574
686dcdee-afa2-427e-9566-b4fa016849b6,557c07c7-d117-478a-8510-fd94a8a78f4a,50701dda-a3f4-4b59-8698-da3757382574
f10d73e6-e9e6-414f-adb5-3c2d83e54b5f,2895fd5a-0be1-4d63-a484-8b58a4dc64e5,50701dda-a3f4-4b59-8698-da3757382574
7429d7fe-411b-4bc4-b74a-d1851b237c81,7db05fe3-43bc-4d10-a865-bcc56efa4b3f,50701dda-a3f4-4b59-8698-da3757382574
c87752fe-c7d0-4d25-85f2-bbec53a6e6ea,d2b95cab-be83-4212-96d1-101e6e459d44,50701dda-a3f4-4b59-8698-da3757382574
791851d2-5931-493a-aaa3-bd96f3906a32,703f56c0-2874-421f-9ddd-ec16e5615045,50701dda-a3f4-4b59-8698-da3757382574
1b824543-a664-40e0-a21f-3974f9483e1f,faf369b9-2c53-4642-aece-6a5759523a67,50701dda-a3f4-4b59-8698-da3757382574
705d2c24-c5a2-4218-b2e6-ebffa3401e02,600a0bd9-32b7-4f79-b7ea-51dd07c5d577,9fb7646a-16ee-4d79-9396-456616369eda
9c07aa3d-ff30-4f0f-9016-f931cc3c6a9a,c42e949a-06dd-4888-b7be-b73e2c88b541,9fb7646a-16ee-4d79-9396-456616369eda
d04ed78a-9de5-48e8-98c8-ebe3ec8361e7,e5badc68-5360-414e-beba-b10ed1a56629,9fb7646a-16ee-4d79-9396-456616369eda
06d51899-530c-48d0-ba93-53ff5111be04,ab73a7c2-996c-487f-8b02-0a4b8c33cb9f,9fb7646a-16ee-4d79-9396-456616369eda
0c84fffb-35e7-4fa4-ae38-a587899b6e82,f89b500c-df98-48b9-bceb-c8ac0bfa1eee,9fb7646a-16ee-4d79-9396-456616369eda
3bc3abfe-0f1e-4491-b288-964799f7462a,63162ab7-d6eb-45db-9293-a30628f1569c,9fb7646a-16ee-4d79-9396-456616369eda
b7aee467-1f3c-4ccf-8774-3257570a2389,8d48f425-b284-446b-9828-7beedc62d7da,9fb7646a-16ee-4d79-9396-456616369eda
ffa05fbf-5340-4223-90f3-a34c12636c61,2cabbdfa-1811-44f2-a9a2-95a479143e26,9fb7646a-16ee-4d79-9396-456616369eda
ef49aca4-7b7b-41d4-b26e-eefdbaa62527,7f790f24-bb8b-4aa1-9537-28dc7c5bd1f8,9fb7646a-16ee-4d79-9396-456616369eda
